Corrida con 
individuos : 40
cr : 0.9
f = 0.3
1: Viorest: 0.0019493, aptitud: 1000, vector: 0.480831    0.0517471     0.478882     0.359539     -43.6813
1474: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1475: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1476: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1477: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1478: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1479: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1480: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1481: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1482: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1483: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1484: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1485: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1486: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1487: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1488: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1489: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1490: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1491: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1492: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1493: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1494: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1495: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1496: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1497: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1498: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1499: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1500: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1501: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1502: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1503: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1504: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1505: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1506: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1507: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1508: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1509: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1510: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1511: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1512: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1513: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1514: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1515: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1516: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1517: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1518: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1519: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1520: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1521: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1522: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1523: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1524: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1525: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1526: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1527: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1528: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1529: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1530: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1531: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1532: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1533: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1534: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1535: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1536: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1537: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1538: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1539: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1540: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1541: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1542: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1543: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1544: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1545: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1546: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1547: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1548: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1549: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1550: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1551: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1552: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1553: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1554: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1555: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1556: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1557: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1558: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1559: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1560: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1561: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1562: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1563: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1564: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1565: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1566: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1567: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1568: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1569: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1570: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1571: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1572: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1573: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1574: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1575: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1576: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1577: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1578: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1579: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1580: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1581: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1582: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1583: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1584: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1585: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1586: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1587: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1588: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1589: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1590: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1591: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1592: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1593: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1594: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1595: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1596: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1597: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1598: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1599: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1600: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1601: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1602: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1603: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1604: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1605: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1606: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1607: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1608: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1609: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1610: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1611: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1612: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1613: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1614: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1615: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1616: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1617: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1618: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1619: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1620: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1621: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1622: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1623: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1624: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1625: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1626: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1627: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1628: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1629: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1630: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1631: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1632: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1633: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1634: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1635: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1636: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1637: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1638: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1639: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1640: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1641: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1642: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1643: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1644: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1645: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1646: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1647: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1648: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1649: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1650: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1651: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1652: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1653: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1654: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1655: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1656: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1657: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1658: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1659: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1660: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1661: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1662: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1663: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1664: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1665: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1666: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1667: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1668: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1669: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1670: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1671: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1672: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1673: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1674: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1675: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1676: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1677: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1678: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1679: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1680: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1681: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1682: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1683: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1684: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1685: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1686: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1687: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1688: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1689: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1690: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1691: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1692: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1693: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1694: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1695: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1696: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1697: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1698: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1699: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1700: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1701: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1702: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1703: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1704: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1705: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1706: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1707: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1708: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1709: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1710: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1711: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1712: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1713: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1714: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1715: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1716: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1717: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1718: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1719: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1720: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1721: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1722: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1723: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1724: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1725: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1726: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1727: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1728: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1729: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1730: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1731: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1732: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1733: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1734: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1735: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1736: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1737: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1738: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1739: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1740: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1741: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1742: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1743: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1744: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1745: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1746: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1747: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1748: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1749: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1750: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1751: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1752: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1753: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1754: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1755: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1756: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1757: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
